,,,-31.80800056,-512.000024319E-3,
,,,-31.80480003,-512.000024319E-3,
,,,-31.80159950,-512.000024319E-3,
,,,-31.79840088,-512.000024319E-3,
,,,-31.79520035,-512.000024319E-3,
,,,-31.79199982,-512.000024319E-3,
,,,-31.78879929,-512.000024319E-3,
,,,-31.78560066,-512.000024319E-3,
,,,-31.78240013,-512.000024319E-3,
,,,-31.77919960,-512.000024319E-3,
,,,-31.77599907,-512.000024319E-3,
,,,-31.77280045,-512.000024319E-3,
,,,-31.76959991,-512.000024319E-3,
,,,-31.76639938,-512.000024319E-3,
,,,-31.76320076,-512.000024319E-3,
,,,-31.76000023,-512.000024319E-3,
,,,-31.75679970,-512.000024319E-3,
,,,-31.75359917,-512.000024319E-3,
,,,-31.75040054,-512.000024319E-3,
,,,-31.74720001,-512.000024319E-3,
,,,-31.74399948,-512.000024319E-3,
,,,-31.74080086,-512.000024319E-3,
,,,-31.73760033,-512.000024319E-3,
,,,-31.73439980,-512.000024319E-3,
,,,-31.73119926,-512.000024319E-3,
,,,-31.72800064,-512.000024319E-3,
,,,-31.72480011,-512.000024319E-3,
,,,-31.72159958,-512.000024319E-3,
,,,-31.71839905,-512.000024319E-3,
,,,-31.71520042,-512.000024319E-3,
,,,-31.71199989,-512.000024319E-3,
,,,-31.70879936,-512.000024319E-3,
,,,-31.70560074,-512.000024319E-3,
,,,-31.70240021,-512.000024319E-3,
,,,-31.69919968,-512.000024319E-3,
,,,-31.69599915,-512.000024319E-3,
,,,-31.69280052,-512.000024319E-3,
,,,-31.68959999,-512.000024319E-3,
,,,-31.68639946,-512.000024319E-3,
,,,-31.68320084,-512.000024319E-3,
,,,-31.68000031,-512.000024319E-3,
,,,-31.67679977,-512.000024319E-3,
,,,-31.67359924,-512.000024319E-3,
,,,-31.67040062,-512.000024319E-3,
,,,-31.66720009,-512.000024319E-3,
,,,-31.66399956,-512.000024319E-3,
,,,-31.66080093,-512.000024319E-3,
,,,-31.65760040,-512.000024319E-3,
,,,-31.65439987,-512.000024319E-3,
,,,-31.65119934,-512.000024319E-3,
,,,-31.64800072,-512.000024319E-3,
,,,-31.64480019,-512.000024319E-3,
,,,-31.64159966,-512.000024319E-3,
,,,-31.63839912,-512.000024319E-3,
,,,-31.63520050,-512.000024319E-3,
,,,-31.63199997,-512.000024319E-3,
,,,-31.62879944,-512.000024319E-3,
,,,-31.62560081,-512.000024319E-3,
,,,-31.62240028,-512.000024319E-3,
,,,-31.61919975,-512.000024319E-3,
,,,-31.61599922,-512.000024319E-3,
,,,-31.61280060,-512.000024319E-3,
,,,-31.60960007,-512.000024319E-3,
,,,-31.60639954,-512.000024319E-3,
,,,-31.60320091,-512.000024319E-3,
,,,-31.60000038,-512.000024319E-3,
,,,-31.59679985,-512.000024319E-3,
,,,-31.59359932,-512.000024319E-3,
,,,-31.59040070,-512.000024319E-3,
,,,-31.58720016,-512.000024319E-3,
,,,-31.58399963,-512.000024319E-3,
,,,-31.58079910,-512.000024319E-3,
,,,-31.57760048,-512.000024319E-3,
,,,-31.57439995,-512.000024319E-3,
,,,-31.57119942,-512.000024319E-3,
,,,-31.56800079,-512.000024319E-3,
,,,-31.56480026,-512.000024319E-3,
,,,-31.56159973,-512.000024319E-3,
,,,-31.55839920,-512.000024319E-3,
,,,-31.55520058,-512.000024319E-3,
,,,-31.55200005,-512.000024319E-3,
,,,-31.54879951,-512.000024319E-3,
,,,-31.54560089,-512.000024319E-3,
,,,-31.54240036,-512.000024319E-3,
,,,-31.53919983,-512.000024319E-3,
,,,-31.53599930,-512.000024319E-3,
,,,-31.53280067,-512.000024319E-3,
,,,-31.52960014,-512.000024319E-3,
,,,-31.52639961,-512.000024319E-3,
,,,-31.52319908,-512.000024319E-3,
,,,-31.52000046,-512.000024319E-3,
,,,-31.51679993,-512.000024319E-3,
,,,-31.51359940,-512.000024319E-3,
,,,-31.51040077,-512.000024319E-3,
,,,-31.50720024,-512.000024319E-3,
,,,-31.50399971,-512.000024319E-3,
,,,-31.50079918,-512.000024319E-3,
,,,-31.49760056,-512.000024319E-3,
